date,temp_max,temp_mean,temp_min
2025-02-04,1,-6,-9
2025-02-05,12,-0.2,-8
2025-02-06,21,13.6,3
2025-02-07,12,4,-6
2025-02-08,18,4.8,-8
2025-02-09,25,10.2,1
2025-02-10,12,-1,-9
2025-02-11,7,-4.1,-11
2025-02-12,3,-3.1,-9
2025-02-13,21,6,-4
2025-02-14,21,13.5,5
2025-02-15,18,6.6,0
2025-02-16,19,6.2,-4
2025-02-17,0,-4.7,-8
2025-02-18,-4,-7,-11
2025-02-19,5,-1.9,-13
2025-02-20,32,21.8,5
2025-02-21,32,25.6,16
2025-02-22,37,30.6,23
2025-02-23,46,37.8,28
2025-02-24,46,42.3,36
2025-02-25,46,38.9,32
2025-02-26,45,35.3,28
2025-02-27,46,38,28
2025-02-28,54,43.4,32
2025-03-01,52,41.5,32
2025-03-02,54,43.2,32
2025-03-03,43,35.6,30
2025-03-04,36,28.5,23
2025-03-05,46,34.5,27
2025-03-06,32,28.1,23
2025-03-07,36,26.4,18
2025-03-08,45,32.5,21
2025-03-09,36,34.7,34
2025-03-10,59,45.6,30
2025-03-11,59,42.6,28
2025-03-12,61,45.6,34
2025-03-13,61,45.7,36
2025-03-14,41,32.4,27
2025-03-15,45,33.3,23
2025-03-16,54,39.3,28
2025-03-17,50,38.6,32
2025-03-18,34,29.4,25
2025-03-19,41,29.5,18
2025-03-20,46,33.9,25
2025-03-21,50,38.1,28
2025-03-22,46,36.3,28
2025-03-23,46,37,25
2025-03-24,61,47.8,36
2025-03-25,63,51.3,41
2025-03-26,68,54.1,41
2025-03-27,73,55.3,41
2025-03-28,61,49.9,36
2025-03-29,43,34.8,30
2025-03-30,30,27.8,23
2025-03-31,46,33,23
