"","location_long","location_lat"
"780",-110.256316,44.8999631
"781",-110.2619191,44.9038679
"782",-110.2763617,44.9079184
"783",-110.2619581,44.9038857
"784",-110.2615243,44.9067854
"785",-110.2628846,44.9057801
"786",-110.2662257,44.9033039
"787",-110.2546507,44.9014341
"788",-110.2565836,44.9007465
"789",-110.2646617,44.9022337
"790",-110.2624643,44.9034167
"791",-110.2584519,44.9032798
"792",-110.2581091,44.9075822
"793",-110.2578561,44.9026793
"794",-110.2617349,44.9038774
"795",-110.255435,44.8994782
"796",-110.2600579,44.8926007
"797",-110.2591546,44.8988205
"798",-110.2619539,44.9035998
"799",-110.2617414,44.9035864
"800",-110.2592951,44.9066085
"801",-110.2442499,44.8984247
"802",-110.2644235,44.9095384
"803",-110.2444845,44.8983315
"804",-110.2620376,44.9038668
"805",-110.2621001,44.9037559
"806",-110.2637793,44.9039411
"807",-110.2449069,44.9096138
"808",-110.2585237,44.9034021
"809",-110.2546358,44.9026877
"810",-110.2626159,44.9034647
"811",-110.2680207,44.9090463
"812",-110.2636441,44.9066928
"813",-110.2527154,44.9066656
"814",-110.247037,44.9034285
"815",-110.262069,44.9037932
"816",-110.2557592,44.8986934
"817",-110.2620195,44.9038866
"818",-110.2609524,44.9071986
"819",-110.2470257,44.9029592
"820",-110.2605822,44.9050402
"821",-110.2562535,44.9000704
"822",-110.2549891,44.9014007
"823",-110.2619637,44.9037332
"824",-110.2670725,44.9094737
"825",-110.262123,44.9033796
"826",-110.2705047,44.9064427
"827",-110.2638763,44.903922
"828",-110.2462842,44.898708
"829",-110.2443277,44.8985808
"830",-110.2611312,44.9075848
"831",-110.252895,44.9069127
"832",-110.2608712,44.9086359
"833",-110.2639429,44.9057038
"834",-110.2639187,44.9059035
"835",-110.2511079,44.911327
"836",-110.269658,44.9032986
"837",-110.2573641,44.9015131
"838",-110.2573579,44.9018468
"839",-110.2580167,44.9022436
"840",-110.2612497,44.9030226
"841",-110.2612898,44.9059684
"842",-110.2493987,44.8990925
"843",-110.2686915,44.9140617
"844",-110.2534879,44.9050579
"845",-110.2421003,44.906477
"846",-110.2622993,44.9084168
"847",-110.2623358,44.9047076
"848",-110.2549979,44.9010095
"849",-110.2418989,44.9086838
"850",-110.2621053,44.9037062
"851",-110.2642529,44.9044942
"852",-110.2763392,44.9079138
"853",-110.2763613,44.9078877
"854",-110.2592694,44.9006852
"855",-110.2598904,44.8991574
"856",-110.2590155,44.8989121
"857",-110.2686781,44.9075064
"858",-110.3099799,44.9078072
"859",-110.2589613,44.9052081
"860",-110.2587274,44.9067389
"861",-110.2641858,44.9037406
"862",-110.2630301,44.9083387
"863",-110.2644538,44.9035308
"864",-110.2518523,44.8996267
"865",-110.2599925,44.9049652
"866",-110.2606606,44.9053895
"867",-110.2608459,44.901635
"868",-110.2565867,44.9003903
"869",-110.2629376,44.9079176
"870",-110.2585315,44.9047664
"871",-110.2619777,44.9037748
"872",-110.242245,44.8976405
"873",-110.2670491,44.9038955
"874",-110.2763393,44.9078949
"875",-110.2618857,44.9038059
"876",-110.263788,44.9039473
"877",-110.2763335,44.9079103
"878",-110.2763709,44.907897
"879",-110.2764078,44.9079268
"880",-110.2764211,44.9079439
"881",-110.2751264,44.9079574
